uri,ou_indicadoresTitulacion,ou_notaMinimaAccesoMayor45,ou_hombresPrimeraMatriculaPrimerCurso,ou_extranjerosPrimeraMatricula,ou_mujeresPrimeraMatriculaPrimerCurso,ou_hombresPrimeraMatricula,ou_mujeresPrimeraMatricula,ou_notaMinimaAccesoTitulados,ou_espanolesPrimeraMatricula,ou_notaMinimaAccesoDeportistas,ou_notaMinimaAccesoGeneral,rdfs_label,ou_notaMinimaAccesoMayor25,ou_notaMinimaAccesoMayor40,ou_notaMinimaAccesoDiscapacitados,ou_cursoAcademico
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0428-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0428-grado-en-historia-y-patrimonio-historico,5.5,51,,19,51,19,7.568,70,,5.4,Indicadores DemandaUniversitaria 2012 GRADO EN HISTORIA Y PATRIMONIO HISTÓRICO (0428),8.2,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1210-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1210-grado-en-enfermeria-plasencia,6.75,24,,75,23,76,8.4,99,,7.796,Indicadores DemandaUniversitaria 2012 GRADO EN ENFERMERÍA (PLASENCIA) (1210),6.35,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0120-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0120-grado-en-biologia,,36,,71,37,71,8,108,,5.103,Indicadores DemandaUniversitaria 2012 GRADO EN BIOLOGÍA (0120),6.325,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0210-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0210-grado-en-enfermeria-badajoz,,12,,27,13,30,7.768,43,,9.386,Indicadores DemandaUniversitaria 2012 GRADO EN ENFERMERÍA (BADAJOZ) (0210),9.075,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1209-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1209-grado-en-administracion-y-direccion-de-empresas-plasencia,,22,,40,32,55,8.176,87,,5.069,Indicadores DemandaUniversitaria 2012 GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (PLASENCIA) (1209),6.025,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1211-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1211-grado-en-ingenieria-forestal-y-del-medio-natural,,30,,14,31,14,5.946,45,,5.1,Indicadores DemandaUniversitaria 2012 GRADO EN INGENIERÍA FORESTAL Y DEL MEDIO NATURAL (1211),6.792,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1511-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1511-grado-en-enfermeria-merida,,9,,45,9,48,7.72,57,,7.796,Indicadores DemandaUniversitaria 2012 GRADO EN ENFERMERÍA (MÉRIDA) (1511),6.025,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1628-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1628-grado-en-ingenieria-de-sonido-e-imagen-en-telecomunicacion,,46,,11,46,11,5,57,,5.032,Indicadores DemandaUniversitaria 2012 GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN (1628),7.75,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1704-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1704-grado-en-comunicacion-audiovisual,,44,,43,45,43,6.912,88,,6.482,Indicadores DemandaUniversitaria 2012 GRADO EN COMUNICACIÓN AUDIOVISUAL (1704),7.375,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1490-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1490-pceo-administracion-y-direccion-de-empresas-y-turismo,,14,1,25,14,25,,38,,5.69,Indicadores DemandaUniversitaria 2012 PCEO: ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS / TURISMO (1490),8,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0430-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0430-grado-en-lenguas-y-literaturas-modernas-frances,5.75,6,,15,6,15,,21,,5.314,Indicadores DemandaUniversitaria 2012 GRADO EN LENGUAS Y LITERATURAS MODERNAS - FRANCÉS (0430),5,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0431-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0431-grado-en-lenguas-y-literaturas-modernas-portugues,,4,,18,4,18,,22,,5.25,Indicadores DemandaUniversitaria 2012 GRADO EN LENGUAS Y LITERATURAS MODERNAS - PORTUGUÉS (0431),5.904,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1808-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1808-grado-en-educacion-infantil-almendralejo,,,,13,,13,,13,,5.1,Indicadores DemandaUniversitaria 2012 GRADO EN EDUCACIÓN INFANTIL (ALMENDRALEJO) (1808),5.284,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0426-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0426-grado-en-filologia-hispanica,,9,2,26,9,27,7.066,34,,5.202,Indicadores DemandaUniversitaria 2012 GRADO EN FILOLOGÍA HISPÁNICA (0426),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1114-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1114-grado-en-economia,,23,4,21,23,21,6.869,40,,5.11,Indicadores DemandaUniversitaria 2012 GRADO EN ECONOMÍA (1114),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1623-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1623-grado-en-ingenieria-civil-construcciones-civiles,,51,1,17,54,18,6.16,71,,5.19,Indicadores DemandaUniversitaria 2012 GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES (1623),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1626-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1626-grado-en-edificacion,,52,1,35,160,112,5.868,271,,5.1,Indicadores DemandaUniversitaria 2012 GRADO EN EDIFICACIÓN (1626),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1807-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1807-grado-en-trabajo-social,,4,1,20,10,63,6.9,72,,5.05,Indicadores DemandaUniversitaria 2012 GRADO EN TRABAJO SOCIAL (1807),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0390-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0390-pceo-derecho-y-administracion-y-direccion-de-empresas,,18,,32,19,32,7.399,51,,7.65,Indicadores DemandaUniversitaria 2012 PCEO: DERECHO / ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (0390),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0424-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0424-grado-en-estudios-ingleses,,5,,34,5,35,6.734,40,,7.564,Indicadores DemandaUniversitaria 2012 GRADO EN ESTUDIOS INGLESES (0424),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0511-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0511-grado-en-ingenieria-de-las-explotaciones-agropecuarias,,46,,11,46,11,5.36,57,,5.08,Indicadores DemandaUniversitaria 2012 GRADO EN INGENIERÍA DE LAS EXPLOTACIONES AGROPECUARIAS (0511),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0513-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0513-grado-en-ingenieria-hortofruticola-y-jardineria,,8,,3,8,3,6.444,11,,5.344,Indicadores DemandaUniversitaria 2012 GRADO EN INGENIERÍA HORTOFRUTÍCOLA Y JARDINERÍA (0513),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1192-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1192-pceo-ade-y-relaciones-laborales-y-recursos-humanos,,9,,20,9,20,6.809,29,,6.178,Indicadores DemandaUniversitaria 2012 PCEO: ADE / RELACIONES LABORALES Y RECURSOS HUMANOS (1192),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1513-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1513-grado-en-ingenieria-en-geomatica-y-topografia,,14,,7,43,8,6.311,51,,5.1,Indicadores DemandaUniversitaria 2012 GRADO EN INGENIERÍA EN GEOMÁTICA Y TOPOGRAFÍA (1513),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1624-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1624-grado-en-ingenieria-civil-hidrologia,,15,,1,15,1,5.88,16,,5.024,Indicadores DemandaUniversitaria 2012 GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA (1624),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1809-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1809-grado-en-educacion-primaria-almendralejo,,9,,19,9,19,5,28,,5.008,Indicadores DemandaUniversitaria 2012 GRADO EN EDUCACIÓN PRIMARIA (ALMENDRALEJO) (1809),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0122-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0122-grado-en-fisica,,18,1,1,18,1,,18,,5.668,Indicadores DemandaUniversitaria 2012 GRADO EN FÍSICA (0122),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0124-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0124-grado-en-matematicas,,18,1,21,18,21,,38,,5.076,Indicadores DemandaUniversitaria 2012 GRADO EN MATEMÁTICAS (0124),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0516-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0516-grado-en-ciencia-y-tecnologia-de-los-alimentos,,14,1,25,14,25,,38,,5.046,Indicadores DemandaUniversitaria 2012 GRADO EN CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS (0516),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1191-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1191-pceo-administracion-y-direccion-de-empresas-y-economia,,17,1,29,17,29,,45,,7.72,Indicadores DemandaUniversitaria 2012 PCEO: ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS / ECONOMÍA (1191),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1408-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1408-grado-en-turismo,,23,1,44,24,44,,67,,5,Indicadores DemandaUniversitaria 2012 GRADO EN TURISMO (1408),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1512-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1512-grado-en-ingenieria-en-diseno-industrial-y-desarrollo-de-productos,,27,1,10,29,11,,39,,5.33,Indicadores DemandaUniversitaria 2012 GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS (1512),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0429-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0429-grado-en-historia-del-arte-y-patrimonio-historico-artistico,6.75,7,,29,7,29,,36,,5,Indicadores DemandaUniversitaria 2012 GRADO EN HISTORIA DEL ARTE Y PATRIMONIO HISTÓRICO-ARTÍSTICO (0429),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0121-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0121-grado-en-ciencias-ambientales,,21,,12,21,12,,33,,5.128,Indicadores DemandaUniversitaria 2012 GRADO EN CIENCIAS AMBIENTALES (0121),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0123-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0123-grado-en-ingenieria-quimica,,21,,15,22,16,,38,,5.674,Indicadores DemandaUniversitaria 2012 GRADO EN INGENIERÍA QUÍMICA (0123),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0125-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0125-grado-en-quimica,,19,,24,19,24,,43,,5.178,Indicadores DemandaUniversitaria 2012 GRADO EN QUÍMICA (0125),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0129-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0129-grado-en-estadistica,,1,,1,1,2,,3,,7.762,Indicadores DemandaUniversitaria 2012 GRADO EN ESTADÍSTICA (0129),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0130-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0130-grado-en-enologia,,2,,5,2,5,,7,,5.692,Indicadores DemandaUniversitaria 2012 GRADO EN ENOLOGÍA (0130),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0425-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0425-grado-en-filologia-clasica,,4,,7,4,7,,11,,5.536,Indicadores DemandaUniversitaria 2012 GRADO EN FILOLOGÍA CLÁSICA (0425),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0427-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0427-grado-en-geografia-y-ordenacion-del-territorio,,17,,13,17,14,,31,,5.207,Indicadores DemandaUniversitaria 2012 GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO (0427),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0512-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0512-grado-en-ingenieria-de-las-industrias-agrarias-y-alimentarias-badajoz,,18,,9,18,9,,27,,5.189,Indicadores DemandaUniversitaria 2012 GRADO EN INGENIERÍA DE LAS INDUSTRIAS AGRARIAS Y ALIMENTARIAS (BADAJOZ) (0512),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-0817-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0817-grado-en-ingenieria-electronica-y-automatica-rama-industrial,,62,,9,64,9,,73,,5.424,Indicadores DemandaUniversitaria 2012 GRADO EN INGENIERÍA ELECTRÓNICA Y AUTOMÁTICA (RAMA INDUSTRIAL) (0817),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1411-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1411-grado-en-finanzas-y-contabilidad,,33,,29,42,50,,92,,5.21,Indicadores DemandaUniversitaria 2012 GRADO EN FINANZAS Y CONTABILIDAD (1411),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1514-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1514-grado-en-ingenieria-informatica-en-tecnologias-de-la-informacion,,17,,1,17,1,,18,,5.24,Indicadores DemandaUniversitaria 2012 GRADO EN INGENIERÍA INFORMÁTICA EN TECNOLOGÍAS DE LA INFORMACIÓN (1514),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1515-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1515-grado-en-ingenieria-en-telematica,,28,,3,30,3,,33,,5,Indicadores DemandaUniversitaria 2012 GRADO EN INGENIERÍA EN TELEMÁTICA (1515),,,,2011-2012
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2012-1625-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1625-grado-en-ingenieria-civil-transportes-y-servicios-urbanos,,14,,6,14,6,,20,,5.046,Indicadores DemandaUniversitaria 2012 GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS (1625),,,,2011-2012
