uri,ou_indicadoresTitulacion,ou_notaMinimaAccesoMayor45,ou_hombresPrimeraMatriculaPrimerCurso,ou_extranjerosPrimeraMatricula,ou_mujeresPrimeraMatriculaPrimerCurso,ou_hombresPrimeraMatricula,ou_mujeresPrimeraMatricula,ou_notaMinimaAccesoTitulados,ou_espanolesPrimeraMatricula,ou_notaMinimaAccesoDeportistas,ou_notaMinimaAccesoGeneral,rdfs_label,ou_notaMinimaAccesoMayor25,ou_notaMinimaAccesoMayor40,ou_notaMinimaAccesoDiscapacitados,ou_cursoAcademico
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2016-1113-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1113-grado-en-relaciones-laborales-y-recursos-humanos,9.25,29,3,36,32,37,,66,,0,Indicadores DemandaUniversitaria 2016 GRADO EN RELACIONES LABORALES Y RECURSOS HUMANOS (1113),,6.2,5.336,2015-2016
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2016-0211-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0211-grado-en-fisioterapia,,29,2,36,30,38,9,66,6.127,10.768,Indicadores DemandaUniversitaria 2016 GRADO EN FISIOTERAPIA (0211),6.825,,6.942,2015-2016
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2016-0903-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0903-grado-en-ciencias-de-la-actividad-fisica-y-del-deporte,,73,,17,79,18,7.146,97,5.936,8.804,Indicadores DemandaUniversitaria 2016 GRADO EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE (0903),7.125,,6.682,2015-2016
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2016-0624-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0624-grado-en-psicologia,8.25,11,,60,11,63,7.774,74,,9.086,Indicadores DemandaUniversitaria 2016 GRADO EN PSICOLOGÍA (0624),5.875,,7.63,2015-2016
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2016-0617-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0617-grado-en-educacion-primaria-badajoz,,103,,138,108,141,6.5,249,,5.076,Indicadores DemandaUniversitaria 2016 GRADO EN EDUCACIÓN PRIMARIA (BADAJOZ) (0617),5.95,,5.342,2015-2016
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2016-0717-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0717-grado-en-educacion-primaria-caceres,,73,,62,74,63,8.722,137,,5.015,Indicadores DemandaUniversitaria 2016 GRADO EN EDUCACIÓN PRIMARIA (CÁCERES) (0717),5.015,,5.718,2015-2016
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2016-0120-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0120-grado-en-biologia,,48,3,69,48,70,,115,,5.279,Indicadores DemandaUniversitaria 2016 GRADO EN BIOLOGÍA (0120),5.25,,5.134,2015-2016
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2016-0724-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0724-grado-en-educacion-primaria-modalidad-bilingue-espanol-ingles,,21,,49,21,49,7.9,70,6.778,5.5,Indicadores DemandaUniversitaria 2016 GRADO EN EDUCACIÓN PRIMARIA. Modalidad Bilingüe (Español-Inglés) (0724),,,7.67,2015-2016
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2016-0716-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0716-grado-en-educacion-infantil-caceres,,11,3,121,11,121,,129,,5.01,Indicadores DemandaUniversitaria 2016 GRADO EN EDUCACIÓN INFANTIL (CÁCERES) (0716),,,5.61,2015-2016
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2016-0212-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0212-grado-en-medicina,,41,7,79,44,84,9.15,121,6.158,12.36,Indicadores DemandaUniversitaria 2016 GRADO EN MEDICINA (0212),7.525,,,2015-2016
