uri,ou_indicadoresTitulacion,ou_notaMinimaAccesoMayor45,ou_hombresPrimeraMatriculaPrimerCurso,ou_extranjerosPrimeraMatricula,ou_mujeresPrimeraMatriculaPrimerCurso,ou_hombresPrimeraMatricula,ou_mujeresPrimeraMatricula,ou_notaMinimaAccesoTitulados,ou_espanolesPrimeraMatricula,ou_notaMinimaAccesoDeportistas,ou_notaMinimaAccesoGeneral,rdfs_label,ou_notaMinimaAccesoMayor25,ou_notaMinimaAccesoMayor40,ou_notaMinimaAccesoDiscapacitados,ou_cursoAcademico
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2021-1117-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1117-grado-en-relaciones-laborales-y-recursos-humanos,,12,1,23,13,24,5.916,36,,5.29,Indicadores DemandaUniversitaria 2021 GRADO EN RELACIONES LABORALES Y RECURSOS HUMANOS (1117),,7.33,7.53,2020-2021
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2021-0212-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0212-grado-en-medicina,,49,5,71,50,71,9.39,116,11.493,12.9,Indicadores DemandaUniversitaria 2021 GRADO EN MEDICINA (0212),6.17,,5.516,2020-2021
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2021-1006-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1006-grado-en-veterinaria,,23,1,65,23,69,9.17,91,6.353,11.112,Indicadores DemandaUniversitaria 2021 GRADO EN VETERINARIA (1006),5.9,,9.68,2020-2021
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2021-0210-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0210-grado-en-enfermeria-badajoz,5,20,,60,20,63,8.71,83,5.115,10.316,Indicadores DemandaUniversitaria 2021 GRADO EN ENFERMERÍA (BADAJOZ) (0210),8.6,,11.306,2020-2021
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2021-1511-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1511-grado-en-enfermeria-merida,7.25,15,1,40,15,41,8.35,55,,9.88,Indicadores DemandaUniversitaria 2021 GRADO EN ENFERMERÍA (MÉRIDA) (1511),8.03,,7.77,2020-2021
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2021-0120-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0120-grado-en-biologia,,33,5,55,34,55,8.485,84,,5.513,Indicadores DemandaUniversitaria 2021 GRADO EN BIOLOGÍA (0120),8.55,,12.55,2020-2021
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2021-1305-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1305-grado-en-enfermeria-caceres,,23,1,72,26,74,8.4,99,,10.352,Indicadores DemandaUniversitaria 2021 GRADO EN ENFERMERÍA (CÁCERES) (1305),8.4,,5.17,2020-2021
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2021-0440-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0440-grado-en-historia-y-patrimonio-historico,,33,1,18,33,18,5,50,,5.018,Indicadores DemandaUniversitaria 2021 GRADO EN HISTORIA Y PATRIMONIO HISTÓRICO (0440),,,5.88,2020-2021
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2021-0716-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0716-grado-en-educacion-infantil-caceres,,25,2,114,25,114,8.879,137,,5.184,Indicadores DemandaUniversitaria 2021 GRADO EN EDUCACIÓN INFANTIL (CÁCERES) (0716),,,6.401,2020-2021
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2021-0717-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0717-grado-en-educacion-primaria-caceres,,65,2,73,69,74,8.135,141,,6.8,Indicadores DemandaUniversitaria 2021 GRADO EN EDUCACIÓN PRIMARIA (CÁCERES) (0717),,,9.436,2020-2021
