uri,ou_indicadoresTitulacion,ou_notaMinimaAccesoMayor45,ou_hombresPrimeraMatriculaPrimerCurso,ou_extranjerosPrimeraMatricula,ou_mujeresPrimeraMatriculaPrimerCurso,ou_hombresPrimeraMatricula,ou_mujeresPrimeraMatricula,ou_notaMinimaAccesoTitulados,ou_espanolesPrimeraMatricula,ou_notaMinimaAccesoDeportistas,ou_notaMinimaAccesoGeneral,rdfs_label,ou_notaMinimaAccesoMayor25,ou_notaMinimaAccesoMayor40,ou_notaMinimaAccesoDiscapacitados,ou_cursoAcademico
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0115-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Licenciatura/0115-licenciatura-en-enologia,,5,,1,5,1,,,,,Indicadores DemandaUniversitaria 2010 LICENCIATURA EN ENOLOGIA (0115),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0117-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Licenciatura/0117-licenciatura-en-ciencias-y-tecnicas-estadisticas,,1,,7,2,6,,,,,Indicadores DemandaUniversitaria 2010 LICENCIATURA EN CIENCIAS Y TECNICAS ESTADISTICAS (0117),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0120-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0120-grado-en-biologia,,46,,59,45,59,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN BIOLOGÍA (0120),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0121-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0121-grado-en-ciencias-ambientales,,14,,17,14,17,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN CIENCIAS AMBIENTALES (0121),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0122-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0122-grado-en-fisica,,13,,4,14,3,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN FÍSICA (0122),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0123-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0123-grado-en-ingenieria-quimica,,11,,10,11,10,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN INGENIERÍA QUÍMICA (0123),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0124-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0124-grado-en-matematicas,,18,,15,17,16,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN MATEMÁTICAS (0124),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0125-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0125-grado-en-quimica,,10,,15,10,15,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN QUÍMICA (0125),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0210-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0210-grado-en-enfermeria-badajoz,,9,,30,9,31,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN ENFERMERÍA (BADAJOZ) (0210),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0211-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0211-grado-en-fisioterapia,,28,,37,28,38,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN FISIOTERAPIA (0211),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0212-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0212-grado-en-medicina,,43,,95,44,103,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN MEDICINA (0212),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0305-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0305-grado-en-administracion-y-gestion-publica,,19,,33,19,35,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN ADMINISTRACIÓN Y GESTIÓN PÚBLICA (0305),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0306-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0306-grado-en-derecho,,55,,95,56,96,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN DERECHO (0306),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0390-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0390-pceo-derecho-y-administracion-y-direccion-de-empresas,,30,,39,30,39,,,,,Indicadores DemandaUniversitaria 2010 PCEO: DERECHO / ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (0390),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0424-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0424-grado-en-estudios-ingleses,,10,,34,10,35,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN ESTUDIOS INGLESES (0424),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0425-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0425-grado-en-filologia-clasica,,3,,4,3,4,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN FILOLOGÍA CLÁSICA (0425),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0426-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0426-grado-en-filologia-hispanica,,2,,15,2,15,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN FILOLOGÍA HISPÁNICA (0426),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0427-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0427-grado-en-geografia-y-ordenacion-del-territorio,,8,,5,8,5,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO (0427),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0428-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0428-grado-en-historia-y-patrimonio-historico,,41,,19,42,19,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN HISTORIA Y PATRIMONIO HISTÓRICO (0428),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0429-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0429-grado-en-historia-del-arte-y-patrimonio-historico-artistico,,12,,18,14,18,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN HISTORIA DEL ARTE Y PATRIMONIO HISTÓRICO-ARTÍSTICO (0429),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0430-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0430-grado-en-lenguas-y-literaturas-modernas-frances,,1,,5,1,5,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN LENGUAS Y LITERATURAS MODERNAS - FRANCÉS (0430),,,,2009-2010
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2010-0431-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0431-grado-en-lenguas-y-literaturas-modernas-portugues,,3,,5,3,6,,,,,Indicadores DemandaUniversitaria 2010 GRADO EN LENGUAS Y LITERATURAS MODERNAS - PORTUGUÉS (0431),,,,2009-2010
