uri,ou_indicadoresTitulacion,ou_notaMinimaAccesoMayor45,ou_hombresPrimeraMatriculaPrimerCurso,ou_extranjerosPrimeraMatricula,ou_mujeresPrimeraMatriculaPrimerCurso,ou_hombresPrimeraMatricula,ou_mujeresPrimeraMatricula,ou_notaMinimaAccesoTitulados,ou_espanolesPrimeraMatricula,ou_notaMinimaAccesoDeportistas,ou_notaMinimaAccesoGeneral,rdfs_label,ou_notaMinimaAccesoMayor25,ou_notaMinimaAccesoMayor40,ou_notaMinimaAccesoDiscapacitados,ou_cursoAcademico
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1212-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1212-grado-en-podologia,,23,,42,24,42,7.37,66,,6.945,Indicadores DemandaUniversitaria 2017 GRADO EN PODOLOGÍA (1212),5.525,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1306-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1306-grado-en-terapia-ocupacional,,10,,55,10,57,6.983,67,,7.39,Indicadores DemandaUniversitaria 2017 GRADO EN TERAPIA OCUPACIONAL (1306),6.95,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1808-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1808-grado-en-educacion-infantil-almendralejo,,1,,8,1,8,8.145,9,,5,Indicadores DemandaUniversitaria 2017 GRADO EN EDUCACIÓN INFANTIL (ALMENDRALEJO) (1808),5.75,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1809-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1809-grado-en-educacion-primaria-almendralejo,,7,,14,7,14,5,21,,5.057,Indicadores DemandaUniversitaria 2017 GRADO EN EDUCACIÓN PRIMARIA (ALMENDRALEJO) (1809),5.08,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0120-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0120-grado-en-biologia,,53,3,66,54,67,,118,,5,Indicadores DemandaUniversitaria 2017 GRADO EN BIOLOGÍA (0120),6.5,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0125-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0125-grado-en-quimica,,15,2,17,15,17,,30,,5.131,Indicadores DemandaUniversitaria 2017 GRADO EN QUÍMICA (0125),6.45,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1190-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1190-pceo-administracion-y-direccion-de-empresas-y-derecho,,32,2,26,33,26,,57,,5.24,Indicadores DemandaUniversitaria 2017 PCEO: ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS / DERECHO (1190),7.425,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1210-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1210-grado-en-enfermeria-plasencia,,20,1,80,22,81,,102,,8.7,Indicadores DemandaUniversitaria 2017 GRADO EN ENFERMERÍA (PLASENCIA) (1210),7.975,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0210-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0210-grado-en-enfermeria-badajoz,5.5,15,,64,16,67,,83,,10.386,Indicadores DemandaUniversitaria 2017 GRADO EN ENFERMERÍA (BADAJOZ) (0210),8.025,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0121-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0121-grado-en-ciencias-ambientales,,13,,20,13,20,,33,,5.322,Indicadores DemandaUniversitaria 2017 GRADO EN CIENCIAS AMBIENTALES (0121),5.175,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0124-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0124-grado-en-matematicas,,31,,24,31,24,,55,,5.026,Indicadores DemandaUniversitaria 2017 GRADO EN MATEMÁTICAS (0124),6.6,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0428-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0428-grado-en-historia-y-patrimonio-historico,,31,,10,32,10,,42,,5.576,Indicadores DemandaUniversitaria 2017 GRADO EN HISTORIA Y PATRIMONIO HISTÓRICO (0428),5.46,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0616-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0616-grado-en-educacion-infantil-badajoz,,13,,121,13,125,,138,,5.021,Indicadores DemandaUniversitaria 2017 GRADO EN EDUCACIÓN INFANTIL (BADAJOZ) (0616),6.1,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0816-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0816-grado-en-ingenieria-electrica-rama-industrial,,33,,4,35,4,,39,,5,Indicadores DemandaUniversitaria 2017 GRADO EN INGENIERÍA ELÉCTRICA (RAMA INDUSTRIAL) (0816),6.35,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1192-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1192-pceo-ade-y-relaciones-laborales-y-recursos-humanos,,6,,10,6,10,,16,,5.774,Indicadores DemandaUniversitaria 2017 PCEO: ADE / RELACIONES LABORALES Y RECURSOS HUMANOS (1192),7.275,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1706-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1706-grado-en-informacion-y-documentacion,,15,,8,21,13,,34,,5.33,Indicadores DemandaUniversitaria 2017 GRADO EN INFORMACIÓN Y DOCUMENTACIÓN (1706),7.38,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0305-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0305-grado-en-administracion-y-gestion-publica,,8,1,14,9,14,8.851,22,,5.392,Indicadores DemandaUniversitaria 2017 GRADO EN ADMINISTRACIÓN Y GESTIÓN PÚBLICA (0305),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0430-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0430-grado-en-lenguas-y-literaturas-modernas-frances,,4,2,9,4,9,6.674,11,,5.971,Indicadores DemandaUniversitaria 2017 GRADO EN LENGUAS Y LITERATURAS MODERNAS - FRANCÉS (0430),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0717-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0717-grado-en-educacion-primaria-caceres,,68,1,71,69,72,6.645,140,,5.024,Indicadores DemandaUniversitaria 2017 GRADO EN EDUCACIÓN PRIMARIA (CÁCERES) (0717),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0724-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0724-grado-en-educacion-primaria-modalidad-bilingue-espanol-ingles,,20,1,50,20,50,9.139,69,,6.092,Indicadores DemandaUniversitaria 2017 GRADO EN EDUCACIÓN PRIMARIA. Modalidad Bilingüe (Español-Inglés) (0724),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0903-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0903-grado-en-ciencias-de-la-actividad-fisica-y-del-deporte,,68,1,22,69,22,7.203,90,,8.732,Indicadores DemandaUniversitaria 2017 GRADO EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE (0903),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1010-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1010-grado-en-bioquimica,,16,1,28,16,29,6.72,44,,7.092,Indicadores DemandaUniversitaria 2017 GRADO EN BIOQUÍMICA (1010),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1513-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1513-grado-en-ingenieria-en-geomatica-y-topografia,,3,2,1,8,3,6.667,9,,6.46,Indicadores DemandaUniversitaria 2017 GRADO EN INGENIERÍA EN GEOMÁTICA Y TOPOGRAFÍA (1513),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0130-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0130-grado-en-enologia,,6,,9,6,9,6.948,15,,5.16,Indicadores DemandaUniversitaria 2017 GRADO EN ENOLOGÍA (0130),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0429-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0429-grado-en-historia-del-arte-y-patrimonio-historico-artistico,,6,,12,6,12,7.4,18,,5.764,Indicadores DemandaUniversitaria 2017 GRADO EN HISTORIA DEL ARTE Y PATRIMONIO HISTÓRICO-ARTÍSTICO (0429),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0513-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0513-grado-en-ingenieria-hortofruticola-y-jardineria,,10,,6,11,6,7.7,17,,5.306,Indicadores DemandaUniversitaria 2017 GRADO EN INGENIERÍA HORTOFRUTÍCOLA Y JARDINERÍA (0513),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0512-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0512-grado-en-ingenieria-de-las-industrias-agrarias-y-alimentarias-badajoz,,18,1,14,18,14,,31,,5.118,Indicadores DemandaUniversitaria 2017 GRADO EN INGENIERÍA DE LAS INDUSTRIAS AGRARIAS Y ALIMENTARIAS (BADAJOZ) (0512),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0715-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0715-grado-en-educacion-social,,12,1,73,13,75,,87,,6.56,Indicadores DemandaUniversitaria 2017 GRADO EN EDUCACIÓN SOCIAL (0715),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0817-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0817-grado-en-ingenieria-electronica-y-automatica-rama-industrial,,57,2,9,58,9,,65,,5.126,Indicadores DemandaUniversitaria 2017 GRADO EN INGENIERÍA ELECTRÓNICA Y AUTOMÁTICA (RAMA INDUSTRIAL) (0817),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0824-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0824-grado-en-ingenieria-de-materiales,,5,1,4,5,4,,8,,6.044,Indicadores DemandaUniversitaria 2017 GRADO EN INGENIERÍA DE MATERIALES (0824),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1113-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1113-grado-en-relaciones-laborales-y-recursos-humanos,,20,2,33,20,33,,51,,5,Indicadores DemandaUniversitaria 2017 GRADO EN RELACIONES LABORALES Y RECURSOS HUMANOS (1113),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1191-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1191-pceo-administracion-y-direccion-de-empresas-y-economia,,21,1,20,21,20,,40,,5.658,Indicadores DemandaUniversitaria 2017 PCEO: ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS / ECONOMÍA (1191),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1408-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1408-grado-en-turismo,,7,3,28,8,29,,34,,5.068,Indicadores DemandaUniversitaria 2017 GRADO EN TURISMO (1408),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1625-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1625-grado-en-ingenieria-civil-transportes-y-servicios-urbanos,,10,1,2,11,2,,12,,5.024,Indicadores DemandaUniversitaria 2017 GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS (1625),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0122-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0122-grado-en-fisica,,27,,11,27,11,,38,,5.159,Indicadores DemandaUniversitaria 2017 GRADO EN FÍSICA (0122),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0129-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0129-grado-en-estadistica,,15,,9,15,9,,24,,5.254,Indicadores DemandaUniversitaria 2017 GRADO EN ESTADÍSTICA (0129),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0131-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0131-grado-en-ingenieria-quimica-industrial,,8,,9,9,11,,20,,5.524,Indicadores DemandaUniversitaria 2017 GRADO EN INGENIERÍA QUÍMICA INDUSTRIAL (0131),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0390-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0390-pceo-derecho-y-administracion-y-direccion-de-empresas,,18,,31,18,31,,49,,5.594,Indicadores DemandaUniversitaria 2017 PCEO: DERECHO / ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (0390),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0425-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0425-grado-en-filologia-clasica,,3,,6,3,6,,9,,7.003,Indicadores DemandaUniversitaria 2017 GRADO EN FILOLOGÍA CLÁSICA (0425),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0426-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0426-grado-en-filologia-hispanica,,13,,19,13,19,,32,,5.83,Indicadores DemandaUniversitaria 2017 GRADO EN FILOLOGÍA HISPÁNICA (0426),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0427-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0427-grado-en-geografia-y-ordenacion-del-territorio,,6,,2,6,2,,8,,5.118,Indicadores DemandaUniversitaria 2017 GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO (0427),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0431-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0431-grado-en-lenguas-y-literaturas-modernas-portugues,,1,,5,1,5,,6,,7.208,Indicadores DemandaUniversitaria 2017 GRADO EN LENGUAS Y LITERATURAS MODERNAS - PORTUGUÉS (0431),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-0516-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0516-grado-en-ciencia-y-tecnologia-de-los-alimentos,,12,,34,12,34,,46,,5.2,Indicadores DemandaUniversitaria 2017 GRADO EN CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS (0516),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1114-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1114-grado-en-economia,,24,,16,25,17,,42,,5.64,Indicadores DemandaUniversitaria 2017 GRADO EN ECONOMÍA (1114),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1211-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1211-grado-en-ingenieria-forestal-y-del-medio-natural,,24,,6,25,7,,32,,5,Indicadores DemandaUniversitaria 2017 GRADO EN INGENIERÍA FORESTAL Y DEL MEDIO NATURAL (1211),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1490-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1490-pceo-administracion-y-direccion-de-empresas-y-turismo,,17,,18,17,18,,35,,5,Indicadores DemandaUniversitaria 2017 PCEO: ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS / TURISMO (1490),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1512-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1512-grado-en-ingenieria-en-diseno-industrial-y-desarrollo-de-productos,,25,,17,25,17,,42,,5.251,Indicadores DemandaUniversitaria 2017 GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS (1512),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1514-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1514-grado-en-ingenieria-informatica-en-tecnologias-de-la-informacion,,17,,2,17,2,,19,,5.238,Indicadores DemandaUniversitaria 2017 GRADO EN INGENIERÍA INFORMÁTICA EN TECNOLOGÍAS DE LA INFORMACIÓN (1514),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1590-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1590-pceo-ing-en-telematica-e-ing-informatica-tec-informacion,,9,,1,9,1,,10,,6.25,Indicadores DemandaUniversitaria 2017 PCEO: ING. EN TELEMÁTICA/ING. INFORMÁTICA TEC. INFORMACIÓN (1590),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1623-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1623-grado-en-ingenieria-civil-construcciones-civiles,,9,,4,12,5,,17,,5.15,Indicadores DemandaUniversitaria 2017 GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES (1623),,,,2016-2017
http://opendata.unex.es/recurso/educacion/universidad/indicadores/IndicadoresDemandaUniversitaria/2017-1626-DU,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1626-grado-en-edificacion,,10,,6,11,6,,17,,5.152,Indicadores DemandaUniversitaria 2017 GRADO EN EDIFICACIÓN (1626),,,,2016-2017
